ת״ז,מגדר,גיל,לאום,הגדרה דתית,סוג חיבור האינטרנט,ספק האינטרנט,השכלה,הכנסה למשק בית,הכנסה מעל או מתחת לממוצע,סוג מכשיר,מקור,הכנסה,איזור מגורים,ספק טלויזיה ישראלי,צריכת שירותי מוזיקה,הכנסה_מספרית,ספק טלוויזיה בינלאומי,קבוצת_גיל,נטפליקס
567,גבר,21,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,תיכונית / ישיבה קטנה,16001-18000,מעט מעל הערך הממוצע,"mobile, Android",0,16001-18000,(08) דרום,יס - Yes; יס פלוס - Yes,YouTube Music   YouTube Premium,17000,נטפליקס – Netflix; דיסני פלוס; יוטיוב - YouTube - מנוי בתשלום,18-25,TRUE
578,גבר,21,יהודי,חילוני/ת,אחר,טריפל סי,תיכונית / ישיבה קטנה,13001-14000,מעט מעל הערך הממוצע,"mobile, Android",0,13001-14000,(04) צפון,עידן פלוס - Idan,אף אחד מהם,13500,נטפליקס – Netflix,18-25,TRUE
620,אישה,21,יהודי,מסורתי/ת,לא יודע/ת,בזק בינלאומי,תיכונית / ישיבה קטנה,8001-9000,מעט מתחת לערך הממוצע,"mobile, iOS",0,8001-9000,(02) ירושלים,יס פלוס - Yes,אף אחד מהם,8500,יוטיוב - YouTube - מנוי בתשלום,18-25,FALSE
622,גבר,21,יהודי,דתי/ה,סיב אופטי,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,עד 3000,מעט מתחת לערך הממוצע,"mobile, Android",0,עד 3000,(02) ירושלים,FreeTV,אפל מיוזיק - Apple music; טיידל -  Tidal,1500,נטפליקס – Netflix; אפל TV - AppleTV,18-25,TRUE
734,גבר,21,יהודי,חרדי/ת,אחר,נטוויזן,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,12001-13000,מעט מתחת לערך הממוצע,"mobile, Android",0,12001-13000,(03) מרכז,לא יודע ת,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,12500,נטפליקס – Netflix; דיסני פלוס,18-25,TRUE
747,גבר,21,יהודי,חילוני/ת,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,18001-22000,מעט מעל הערך הממוצע,"mobile, iOS",0,18001-22000,(04) צפון,יס פלוס - Yes; פרטנר TV,אפל מיוזיק - Apple music,20000,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום; אפל TV - AppleTV,18-25,TRUE
773,גבר,21,ערבי - מוסלמי,חרדי/ת,אחר,פרטנר,על תיכונית,5001-6000,מעט מתחת לערך הממוצע,"mobile, Android",0,5001-6000,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",אף אחד מהם,ספוטיפיי – Spotify,5500,נטפליקס – Netflix; אחר,18-25,TRUE
792,גבר,21,ערבי - מוסלמי,חילוני/ת,סיב אופטי,טריפל סי,יסודית,עד 3000,מעט מתחת לערך הממוצע,desktop,0,עד 3000,נצרת וסביבותיה,Hot-NextTV,ספוטיפיי – Spotify,1500,נטפליקס – Netflix,18-25,TRUE
968,אישה,21,יהודי,מסורתי/ת,קו טלפון (ADSL),019 mobile,על תיכונית,8001-9000,מעט מתחת לערך הממוצע,"mobile, iOS",0,8001-9000,(03) מרכז,הוט -Hot,אפל מיוזיק - Apple music; YouTube Music   YouTube Premium,8500,לא יודע ת,18-25,FALSE
1071,אישה,21,יהודי,מסורתי/ת,לא יודע/ת,אקספון 018 (wecom),תיכונית / ישיבה קטנה,8001-9000,מעט מתחת לערך הממוצע,"mobile, iOS",0,8001-9000,(03) מרכז,עידן פלוס - Idan,ספוטיפיי – Spotify,8500,אחר,18-25,FALSE
1075,גבר,21,יהודי,דתי/ה,לא יודע/ת,טריפל סי,תיכונית / ישיבה קטנה,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, Android",0,מסרב|ת להשיב,(02) ירושלים,עידן פלוס - Idan,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,,נטפליקס – Netflix,18-25,TRUE
1099,אישה,21,יהודי,חילוני/ת,לא יודע/ת,סלקום,תיכונית / ישיבה קטנה,מסרב/ת להשיב,מסרב/ת להשיב,desktop,0,מסרב|ת להשיב,(04) צפון,הוט -Hot,ספוטיפיי – Spotify,,יוטיוב - YouTube - מנוי בתשלום,18-25,FALSE
1100,אישה,21,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,תיכונית / ישיבה קטנה,5001-6000,מעט מתחת לערך הממוצע,"mobile, iOS",0,5001-6000,(04) צפון,הוט -Hot; סלקום TV,YouTube Music   YouTube Premium,5500,נטפליקס – Netflix,18-25,TRUE
1109,אישה,21,דרוזי,חרדי/ת,לא יודע/ת,לא יודע/ת,על תיכונית,7001-8000,מעט מתחת לערך הממוצע,desktop,0,7001-8000,הגליל והגולן,אף אחד מהם,YouTube Music   YouTube Premium,7500,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום,18-25,TRUE
1133,אישה,21,יהודי,חילוני/ת,לא יודע/ת,גולן טלקום,תיכונית / ישיבה קטנה,18001-22000,מעט מעל הערך הממוצע,"mobile, iOS",0,18001-22000,(09) שרון,סלקום TV,ספוטיפיי – Spotify; אפל מיוזיק - Apple music,20000,נטפליקס – Netflix,18-25,TRUE
1165,אישה,21,יהודי,מסורתי/ת,לא יודע/ת,לא יודע/ת,על תיכונית,11001-12000,מעט מתחת לערך הממוצע,"mobile, iOS",0,11001-12000,(03) מרכז,אף אחד מהם,ספוטיפיי – Spotify; אפל מיוזיק - Apple music; YouTube Music   YouTube Premium,11500,נטפליקס – Netflix; דיסני פלוס; אמאזון פריים - Amazon Prime,18-25,TRUE
1181,אישה,21,יהודי,דתי/ה,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,עד 3000,מעט מתחת לערך הממוצע,"mobile, Android",0,עד 3000,(09) שרון,אף אחד מהם,YouTube Music   YouTube Premium,1500,יוטיוב - YouTube - מנוי בתשלום,18-25,FALSE
1216,אישה,21,יהודי,מסורתי/ת,סיב אופטי,בזק בינלאומי,תיכונית / ישיבה קטנה,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, iOS",0,מסרב|ת להשיב,(03) מרכז,יס - Yes; יס פלוס - Yes; Sting TV,ספוטיפיי – Spotify; אפל מיוזיק - Apple music; YouTube Music   YouTube Premium,,נטפליקס – Netflix; דיסני פלוס; BIGI,18-25,TRUE
1232,גבר,21,יהודי,חילוני/ת,סיב אופטי,פרטנר,על תיכונית,9001-10000,מעט מתחת לערך הממוצע,desktop,0,9001-10000,(03) מרכז,יס - Yes; יס פלוס - Yes; סלקום TV; פרטנר TV,ספוטיפיי – Spotify; אפל מיוזיק - Apple music; YouTube Music   YouTube Premium,9500,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום,18-25,TRUE
170,אישה,22,ערבי - מוסלמי,חילוני/ת,קו טלפון (ADSL),בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,5001-6000,מעט מתחת לערך הממוצע,"mobile, iOS",0,5001-6000,הגליל והגולן,יס - Yes,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,5500,נטפליקס – Netflix; אפל TV - AppleTV,18-25,TRUE
178,אישה,22,יהודי,חילוני/ת,לא יודע/ת,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,13001-14000,מעט מעל הערך הממוצע,"mobile, Android",0,13001-14000,(03) מרכז,אף אחד מהם,ספוטיפיי – Spotify,13500,נטפליקס – Netflix; דיסני פלוס; אמאזון פריים - Amazon Prime; דיסקברי פלוס - Discovery Plus,18-25,TRUE
200,גבר,22,יהודי,חילוני/ת,סיב אופטי,הוט נט,תיכונית / ישיבה קטנה,לא יודע/ת,מסרב/ת להשיב,"mobile, Android",0,לא יודע|ת,(08) דרום,הוט -Hot,לא יודע ת,,נטפליקס – Netflix,18-25,TRUE
201,אישה,22,ערבי - מוסלמי,חילוני/ת,לא יודע/ת,לא יודע/ת,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,לא יודע/ת,דומה לממוצע,"mobile, Android",0,12001-13000,המשולש,לא יודע ת,אף אחד מהם,12500,נטפליקס – Netflix; לא יודע ת,18-25,TRUE
376,אישה,22,יהודי,מסורתי/ת,לא יודע/ת,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,עד 3000,מעט מתחת לערך הממוצע,desktop,0,עד 3000,(08) דרום,יס פלוס - Yes,אפל מיוזיק - Apple music,1500,נטפליקס – Netflix,18-25,TRUE
424,גבר,22,יהודי,חילוני/ת,כבלים של הוט,הוט נט,על תיכונית,עד 3000,מעט מתחת לערך הממוצע,desktop,0,עד 3000,(03) מרכז,Hot-NextTV; יס פלוס - Yes; פרטנר TV,אף אחד מהם,1500,יוטיוב - YouTube - מנוי בתשלום; אמאזון פריים - Amazon Prime; BIGI,18-25,FALSE
506,גבר,22,ערבי - נוצרי,חרדי/ת,קו טלפון (ADSL),סמייל 012,על תיכונית,5001-6000,מעט מתחת לערך הממוצע,"mobile, iOS",0,5001-6000,הכרמל וסביבותיו,יס פלוס - Yes; סלקום TV; פרטנר TV,אפל מיוזיק - Apple music; דיזר - Deezer,5500,נטפליקס – Netflix; דיסני פלוס; יוטיוב - YouTube - מנוי בתשלום,18-25,TRUE
715,גבר,22,יהודי,מסורתי/ת,סיב אופטי,בזק בינלאומי,על תיכונית,16001-18000,מעט מעל הערך הממוצע,"mobile, iOS",0,16001-18000,(02) ירושלים,יס - Yes,אפל מיוזיק - Apple music,17000,יוטיוב - YouTube - מנוי בתשלום; אמאזון פריים - Amazon Prime; BIGI,18-25,FALSE
753,אישה,22,יהודי,מסורתי/ת,לא יודע/ת,פרטנר,על יסודית,7001-8000,מעט מתחת לערך הממוצע,"mobile, Android",0,7001-8000,(08) דרום,יס - Yes,ספוטיפיי – Spotify; אפל מיוזיק - Apple music; YouTube Music   YouTube Premium,7500,נטפליקס – Netflix; אחר,18-25,TRUE
853,אישה,22,יהודי,מסורתי/ת,כבלים של הוט,הוט נט,תיכונית / ישיבה קטנה,7001-8000,מעט מתחת לערך הממוצע,"mobile, iOS",0,7001-8000,(03) מרכז,Hot-NextTV,אפל מיוזיק - Apple music,7500,נטפליקס – Netflix; דיסני פלוס; אמאזון פריים - Amazon Prime,18-25,TRUE
895,גבר,22,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,תיכונית / ישיבה קטנה,מסרב/ת להשיב,קצת מעל הממוצע,desktop,0,18001-22000,(04) צפון,אף אחד מהם,ספוטיפיי – Spotify,20000,נטפליקס – Netflix; דיסני פלוס,18-25,TRUE
907,אישה,22,יהודי,מסורתי/ת,סיב אופטי,בזק בינלאומי,על תיכונית,מסרב/ת להשיב,דומה לממוצע,"mobile, Android",0,12001-13000,(04) צפון,יס פלוס - Yes,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,12500,נטפליקס – Netflix; אחר,18-25,TRUE
1028,גבר,22,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,על תיכונית,10001-11000,מעט מתחת לערך הממוצע,"mobile, iOS",0,10001-11000,(03) מרכז,אף אחד מהם,אפל מיוזיק - Apple music,10500,נטפליקס – Netflix; דיסני פלוס; אמאזון פריים - Amazon Prime,18-25,TRUE
1067,אישה,22,יהודי,חרדי/ת,סיב אופטי,בזק בינלאומי,על תיכונית,11001-12000,מעט מתחת לערך הממוצע,desktop,0,11001-12000,(08) דרום,אף אחד מהם,ספוטיפיי – Spotify,11500,נטפליקס – Netflix; אחר,18-25,TRUE
1072,אישה,22,יהודי,מסורתי/ת,כבלים של הוט,הוט נט,על תיכונית,9001-10000,מעט מתחת לערך הממוצע,"mobile, iOS",0,9001-10000,(08) דרום,יס - Yes,ספוטיפיי – Spotify,9500,נטפליקס – Netflix; אפל TV - AppleTV,18-25,TRUE
1080,אישה,22,יהודי,חרדי/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,16001-18000,מעט מעל הערך הממוצע,"mobile, Android",0,16001-18000,(02) ירושלים,אף אחד מהם,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,17000,נטפליקס – Netflix; דיסני פלוס; אמאזון פריים - Amazon Prime; דיסקברי פלוס - Discovery Plus,18-25,TRUE
1097,אישה,22,יהודי,דתי/ה,סיב אופטי,סלקום,על תיכונית,7001-8000,מעט מתחת לערך הממוצע,"mobile, iOS",0,7001-8000,(03) מרכז,סלקום TV; אחר,ספוטיפיי – Spotify; אפל מיוזיק - Apple music; YouTube Music   YouTube Premium,7500,נטפליקס – Netflix; אמאזון פריים - Amazon Prime,18-25,TRUE
1112,אישה,22,יהודי,חילוני/ת,קו טלפון (ADSL),אינטרנט רימון/אתרוג,על תיכונית,3001-4000,מעט מתחת לערך הממוצע,"mobile, Android",0,3001-4000,(03) מרכז,אף אחד מהם,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,3500,נטפליקס – Netflix; אחר,18-25,TRUE
1125,אישה,22,יהודי,חילוני/ת,לא יודע/ת,בזק בינלאומי,תיכונית / ישיבה קטנה,12001-13000,מעט מתחת לערך הממוצע,"mobile, iOS",0,12001-13000,(09) שרון,יס - Yes,ספוטיפיי – Spotify,12500,נטפליקס – Netflix; דיסני פלוס,18-25,TRUE
49,גבר,23,ערבי - מוסלמי,חילוני/ת,סיב אופטי,בזק בינלאומי,תיכונית / ישיבה קטנה,5001-6000,מעט מתחת לערך הממוצע,"mobile, Android",0,5001-6000,נצרת וסביבותיה,אחר,אחר,5500,אחר,18-25,FALSE
73,גבר,23,יהודי,דתי/ה,סיב אופטי,אינטרנט רימון/אתרוג,תיכונית / ישיבה קטנה,מסרב/ת להשיב,דומה לממוצע,desktop,0,12001-13000,(08) דרום,אף אחד מהם,אף אחד מהם,12500,נטפליקס – Netflix; דיסני פלוס; BIGI,18-25,TRUE
101,גבר,23,יהודי,חילוני/ת,סיב אופטי,סלקום,על תיכונית,עד 3000,מעט מתחת לערך הממוצע,desktop,0,עד 3000,(04) צפון,FreeTV,ספוטיפיי – Spotify; אפל מיוזיק - Apple music,1500,נטפליקס – Netflix,18-25,TRUE
116,גבר,23,יהודי,חילוני/ת,סיב אופטי,פרטנר,על תיכונית,32001-36000,,"mobile, iOS",0,32001-36000,(04) צפון,פרטנר TV,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,,נטפליקס – Netflix,18-25,TRUE
173,גבר,23,יהודי,חילוני/ת,כבלים של הוט,הוט נט,תיכונית / ישיבה קטנה,16001-18000,מעט מעל הערך הממוצע,"mobile, iOS",0,16001-18000,(03) מרכז,הוט -Hot,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,17000,נטפליקס – Netflix,18-25,TRUE
219,אישה,23,יהודי,חילוני/ת,כבלים של הוט,פלאפון,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,16001-18000,מעט מעל הערך הממוצע,desktop,0,16001-18000,(09) שרון,הוט -Hot; סלקום TV,אפל מיוזיק - Apple music,17000,נטפליקס – Netflix,18-25,TRUE
239,אישה,23,יהודי,חילוני/ת,סיב אופטי,סלקום,תיכונית / ישיבה קטנה,עד 3000,מעט מתחת לערך הממוצע,"mobile, Android",0,עד 3000,(02) ירושלים,Sting TV,ספוטיפיי – Spotify,1500,נטפליקס – Netflix; דיסני פלוס,18-25,TRUE
270,גבר,23,יהודי,חילוני/ת,כבלים של הוט,הוט נט,תיכונית / ישיבה קטנה,18001-22000,מעט מעל הערך הממוצע,"mobile, iOS",0,18001-22000,(03) מרכז,הוט -Hot,ספוטיפיי – Spotify,20000,נטפליקס – Netflix; דיסני פלוס; BIGI,18-25,TRUE
277,אישה,23,ערבי - מוסלמי,חילוני/ת,לא יודע/ת,בזק בינלאומי,תיכונית / ישיבה קטנה,לא יודע/ת,קצת מתחת לממוצע,"mobile, Android",0,9001-10000,המשולש,לא יודע ת,לא יודע ת,9500,לא יודע ת,18-25,FALSE
407,אישה,23,יהודי,חילוני/ת,כבלים של הוט,הוט נט,תיכונית / ישיבה קטנה,12001-13000,מעט מתחת לערך הממוצע,"mobile, iOS",0,12001-13000,(03) מרכז,סלקום TV,ספוטיפיי – Spotify,12500,נטפליקס – Netflix; דיסני פלוס,18-25,TRUE
491,גבר,23,יהודי,מסורתי/ת,סיב אופטי,019 mobile,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,22001-27000,,"mobile, Android",0,22001-27000,(04) צפון,הוט -Hot; Hot-NextTV; Sting TV,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,,נטפליקס – Netflix; דיסקברי פלוס - Discovery Plus; אחר,18-25,TRUE
610,גבר,23,יהודי,מסורתי/ת,קו טלפון (ADSL),פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,12001-13000,מעט מתחת לערך הממוצע,desktop,0,12001-13000,(02) ירושלים,פרטנר TV,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,12500,נטפליקס – Netflix; דיסני פלוס; דיסקברי פלוס - Discovery Plus,18-25,TRUE
611,אישה,23,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,תיכונית / ישיבה קטנה,6001-7000,מעט מתחת לערך הממוצע,"mobile, iOS",0,6001-7000,(08) דרום,יס פלוס - Yes,אפל מיוזיק - Apple music,6500,נטפליקס – Netflix; דיסני פלוס; אפל TV - AppleTV,18-25,TRUE
624,אישה,23,יהודי,חרדי/ת,סיב אופטי,סלקום,על תיכונית,10001-11000,מעט מתחת לערך הממוצע,"mobile, Android",0,10001-11000,(04) צפון,אף אחד מהם,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,10500,נטפליקס – Netflix; BIGI,18-25,TRUE
633,אישה,23,יהודי,מסורתי/ת,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,עד 3000,מעט מתחת לערך הממוצע,"mobile, iOS",0,עד 3000,(08) דרום,יס - Yes,אפל מיוזיק - Apple music,1500,יוטיוב - YouTube - מנוי בתשלום,18-25,FALSE
648,גבר,23,יהודי,מסורתי/ת,כבלים של הוט,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,מעט מעל הערך הממוצע,"mobile, iOS",0,18001-22000,(04) צפון,סלקום TV; FreeTV,אפל מיוזיק - Apple music,20000,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום,18-25,TRUE
728,גבר,23,יהודי,חילוני/ת,לא יודע/ת,בזק בינלאומי,תיכונית / ישיבה קטנה,מסרב/ת להשיב,קצת מעל הממוצע,"mobile, Android",0,18001-22000,(04) צפון,יס - Yes,לא יודע ת,20000,נטפליקס – Netflix,18-25,TRUE
745,אישה,23,יהודי,מסורתי/ת,לא יודע/ת,בזק בינלאומי,על תיכונית,7001-8000,מעט מתחת לערך הממוצע,"mobile, iOS",0,7001-8000,(04) צפון,יס - Yes,לא יודע ת,7500,נטפליקס – Netflix,18-25,TRUE
780,אישה,23,ערבי - מוסלמי,חילוני/ת,לא יודע/ת,בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,5001-6000,מעט מתחת לערך הממוצע,desktop,0,5001-6000,המשולש,אף אחד מהם,אף אחד מהם,5500,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום,18-25,TRUE
842,אישה,23,יהודי,דתי/ה,סיב אופטי,בזק בינלאומי,תיכונית / ישיבה קטנה,10001-11000,מעט מתחת לערך הממוצע,"mobile, Android",0,10001-11000,(03) מרכז,יס פלוס - Yes,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,10500,נטפליקס – Netflix; דיסני פלוס; אמאזון פריים - Amazon Prime,18-25,TRUE
864,גבר,23,יהודי,חילוני/ת,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,מעל 36000,,desktop,0,מעל 36000,(09) שרון,אף אחד מהם,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום,18-25,TRUE
871,אישה,23,יהודי,מסורתי/ת,סיב אופטי,פרטנר,על תיכונית,8001-9000,מעט מתחת לערך הממוצע,"mobile, iOS",0,8001-9000,(08) דרום,יס - Yes; פרטנר TV,אפל מיוזיק - Apple music; YouTube Music   YouTube Premium,8500,נטפליקס – Netflix; אפל TV - AppleTV,18-25,TRUE
874,גבר,23,יהודי,דתי/ה,כבלים של הוט,הוט נט,תיכונית / ישיבה קטנה,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, Android",0,מסרב|ת להשיב,(04) צפון,הוט -Hot,ספוטיפיי – Spotify,,נטפליקס – Netflix,18-25,TRUE
884,גבר,23,יהודי,חילוני/ת,כבלים של הוט,פרטנר,תיכונית / ישיבה קטנה,7001-8000,מעט מתחת לערך הממוצע,"mobile, iOS",0,7001-8000,(03) מרכז,יס - Yes,YouTube Music   YouTube Premium; אחר,7500,אפל TV - AppleTV,18-25,FALSE
912,גבר,23,יהודי,חילוני/ת,סיב אופטי,סלקום,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,9001-10000,מעט מתחת לערך הממוצע,"mobile, Android",0,9001-10000,(09) שרון,Sting TV,ספוטיפיי – Spotify; אפל מיוזיק - Apple music,9500,נטפליקס – Netflix,18-25,TRUE
918,אישה,23,יהודי,חילוני/ת,כבלים של הוט,סלקום,על תיכונית,עד 3000,מעט מתחת לערך הממוצע,"mobile, Android",0,עד 3000,(08) דרום,הוט -Hot; סלקום TV,ספוטיפיי – Spotify,1500,נטפליקס – Netflix,18-25,TRUE
940,אישה,23,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, iOS",0,מסרב|ת להשיב,(04) צפון,יס פלוס - Yes,ספוטיפיי – Spotify; אפל מיוזיק - Apple music,,נטפליקס – Netflix,18-25,TRUE
977,אישה,23,יהודי,חילוני/ת,כבלים של הוט,הוט נט,על תיכונית,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, iOS",0,מסרב|ת להשיב,(04) צפון,יס - Yes,אפל מיוזיק - Apple music; YouTube Music   YouTube Premium,,נטפליקס – Netflix,18-25,TRUE
1022,אישה,23,יהודי,חרדי/ת,כבלים של הוט,הוט נט,תיכונית / ישיבה קטנה,4001-5000,מעט מתחת לערך הממוצע,"mobile, iOS",0,4001-5000,(03) מרכז,אף אחד מהם,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,4500,נטפליקס – Netflix; דיסני פלוס; BIGI,18-25,TRUE
1031,גבר,23,יהודי,מסורתי/ת,כבלים של הוט,הוט נט,על תיכונית,מסרב/ת להשיב,קצת מתחת לממוצע,"mobile, iOS",0,9001-10000,(08) דרום,הוט -Hot; Sting TV,ספוטיפיי – Spotify,9500,נטפליקס – Netflix; אמאזון פריים - Amazon Prime,18-25,TRUE
1038,אישה,23,יהודי,חילוני/ת,סיב אופטי,סלקום,תיכונית / ישיבה קטנה,9001-10000,מעט מתחת לערך הממוצע,"mobile, Android",0,9001-10000,(04) צפון,סלקום TV,ספוטיפיי – Spotify,9500,נטפליקס – Netflix; דיסני פלוס; אמאזון פריים - Amazon Prime,18-25,TRUE
1043,אישה,23,יהודי,חילוני/ת,לא יודע/ת,הוט נט,תיכונית / ישיבה קטנה,עד 3000,מעט מתחת לערך הממוצע,desktop,0,עד 3000,(04) צפון,הוט -Hot; יס פלוס - Yes,אפל מיוזיק - Apple music; YouTube Music   YouTube Premium,1500,נטפליקס – Netflix,18-25,TRUE
1121,אישה,23,יהודי,דתי/ה,לא יודע/ת,בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,3001-4000,מעט מתחת לערך הממוצע,desktop,0,3001-4000,(03) מרכז,אף אחד מהם,YouTube Music   YouTube Premium,3500,יוטיוב - YouTube - מנוי בתשלום,18-25,FALSE
1126,אישה,23,יהודי,חילוני/ת,כבלים של הוט,הוט נט,תיכונית / ישיבה קטנה,9001-10000,מעט מתחת לערך הממוצע,desktop,0,9001-10000,(03) מרכז,הוט -Hot; אחר,YouTube Music   YouTube Premium,9500,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום,18-25,TRUE
1156,אישה,23,יהודי,חילוני/ת,סיב אופטי,הוט נט,תיכונית / ישיבה קטנה,8001-9000,מעט מתחת לערך הממוצע,"mobile, Android",0,8001-9000,(03) מרכז,אף אחד מהם,ספוטיפיי – Spotify,8500,נטפליקס – Netflix,18-25,TRUE
1200,אישה,23,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,12001-13000,מעט מתחת לערך הממוצע,"mobile, iOS",0,12001-13000,(03) מרכז,אף אחד מהם,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,12500,נטפליקס – Netflix; דיסני פלוס,18-25,TRUE
1204,אישה,23,יהודי,חילוני/ת,אחר,בזק בינלאומי,על תיכונית,16001-18000,מעט מעל הערך הממוצע,"mobile, iOS",0,16001-18000,(08) דרום,יס - Yes; יס פלוס - Yes,אחר,17000,נטפליקס – Netflix; דיסני פלוס,18-25,TRUE
1219,אישה,23,ערבי - מוסלמי,חילוני/ת,לא יודע/ת,פרטנר,על תיכונית,לא יודע/ת,הרבה מתחת לממוצע,desktop,0,עד 3000,ואדי ערה,אף אחד מהם,לא יודע ת,1500,אחר,18-25,FALSE
71,גבר,24,יהודי,חילוני/ת,סיב אופטי,פרטנר,על תיכונית,לא יודע/ת,מסרב/ת להשיב,"mobile, Android",0,לא יודע|ת,(08) דרום,פרטנר TV,ספוטיפיי – Spotify,,נטפליקס – Netflix; דיסני פלוס; יוטיוב - YouTube - מנוי בתשלום,18-25,TRUE
123,גבר,24,ערבי - מוסלמי,חילוני/ת,סיב אופטי,בזק בינלאומי,תיכונית / ישיבה קטנה,7001-8000,מעט מתחת לערך הממוצע,"mobile, Android",0,7001-8000,נצרת וסביבותיה,אף אחד מהם,אף אחד מהם,7500,דיסני פלוס; יוטיוב - YouTube - מנוי בתשלום,18-25,FALSE
129,גבר,24,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,על תיכונית,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, Android",0,מסרב|ת להשיב,(08) דרום,יס - Yes; אחר,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום,18-25,TRUE
133,גבר,24,ערבי - מוסלמי,חילוני/ת,סיב אופטי,לא יודע/ת,תיכונית / ישיבה קטנה,6001-7000,מעט מתחת לערך הממוצע,desktop,0,6001-7000,נצרת וסביבותיה,אף אחד מהם,לא יודע ת,6500,דיסני פלוס; יוטיוב - YouTube - מנוי בתשלום,18-25,FALSE
231,גבר,24,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,תיכונית / ישיבה קטנה,מסרב/ת להשיב,דומה לממוצע,"mobile, Android",0,12001-13000,(02) ירושלים,יס - Yes,YouTube Music   YouTube Premium,12500,יוטיוב - YouTube - מנוי בתשלום; אמאזון פריים - Amazon Prime; BIGI,18-25,FALSE
